,OPERA,MES,TIPOVUELO,SIGLADES,DIANOM,atraso_15
24095,Sky Airline,5,N,Arica,Jueves,1
30438,Grupo LATAM,6,N,Puerto Montt,Lunes,0
54888,Grupo LATAM,10,I,Sao Paulo,Sabado,1
31595,Grupo LATAM,6,I,Lima,Martes,0
32086,Grupo LATAM,6,I,Lima,Domingo,0
54410,Grupo LATAM,10,I,Cordoba,Jueves,0
54865,Grupo LATAM,10,I,Sao Paulo,Jueves,1
47796,Grupo LATAM,9,N,La Serena,Viernes,0
12571,Grupo LATAM,3,I,Sao Paulo,Sabado,1
12347,Iberia,3,I,Madrid,Martes,0
53375,Grupo LATAM,10,N,Puerto Montt,Viernes,0
38009,Grupo LATAM,7,I,Lima,Lunes,1
17163,American Airlines,4,I,Miami,Domingo,0
12951,Sky Airline,3,N,Temuco,Domingo,0
19075,Sky Airline,4,I,Mendoza,Viernes,0
12699,Sky Airline,3,N,Puerto Montt,Domingo,0
38087,Grupo LATAM,7,I,Lima,Martes,0
43432,Grupo LATAM,8,I,Lima,Jueves,0
7051,Grupo LATAM,2,I,Rio de Janeiro,Viernes,1
56873,Grupo LATAM,11,I,Sao Paulo,Jueves,0
48275,Grupo LATAM,9,I,Montevideo,Domingo,0
61566,Latin American Wings,11,I,Lima,Domingo,0
31019,Grupo LATAM,6,N,Iquique,Jueves,0
36796,Grupo LATAM,7,N,Iquique,Domingo,0
14193,Grupo LATAM,3,N,Antofagasta,Miercoles,0
45678,Sky Airline,9,N,La Serena,Sabado,0
49861,Air France,10,I,Paris,Martes,0
61466,Latin American Wings,11,N,Concepcion,Jueves,0
10664,Grupo LATAM,2,I,Lima,Miercoles,0
39092,Gol Trans,8,I,Sao Paulo,Sabado,1
57730,Sky Airline,11,N,Iquique,Viernes,0
48091,Grupo LATAM,9,N,Calama,Domingo,0
24123,Sky Airline,5,I,Buenos Aires,Jueves,0
42906,Grupo LATAM,8,I,Buenos Aires,Miercoles,0
20975,Grupo LATAM,4,I,Montevideo,Jueves,0
21356,Grupo LATAM,4,I,Miami,Miercoles,0
56669,Grupo LATAM,11,I,Rio de Janeiro,Jueves,0
33993,Sky Airline,7,N,Concepcion,Lunes,0
45621,Sky Airline,9,N,Concepcion,Lunes,0
39199,Avianca,8,I,Lima,Jueves,1
62916,Grupo LATAM,12,I,Rio de Janeiro,Sabado,0
1212,Grupo LATAM,1,I,Rio de Janeiro,Domingo,0
51768,Sky Airline,10,N,Iquique,Martes,0
8036,Sky Airline,2,N,Iquique,Viernes,0
50630,Grupo LATAM,10,I,Rio de Janeiro,Martes,0
57116,Sky Airline,11,N,Valdivia,Martes,0
51108,Sky Airline,10,N,Temuco,Martes,0
18093,Grupo LATAM,4,I,Rio de Janeiro,Martes,1
57738,Sky Airline,11,N,Iquique,Martes,0
14663,Grupo LATAM,3,N,Concepcion,Miercoles,0
10964,Grupo LATAM,2,I,Sao Paulo,Domingo,0
45209,Grupo LATAM,9,I,Rio de Janeiro,Miercoles,1
32417,American Airlines,7,I,Miami,Viernes,0
49395,Grupo LATAM,9,I,Buenos Aires,Jueves,1
27635,Aerolineas Argentinas,6,I,Buenos Aires,Viernes,1
47427,Grupo LATAM,9,N,Puerto Montt,Jueves,1
19136,Sky Airline,4,I,Montevideo,Miercoles,0
47777,Grupo LATAM,9,N,La Serena,Martes,0
42823,Grupo LATAM,8,I,Buenos Aires,Lunes,0
41615,Grupo LATAM,8,N,Concepcion,Miercoles,0
55680,JetSmart SPA,10,N,Concepcion,Lunes,0
52424,Grupo LATAM,10,N,Calama,Miercoles,0
42069,Grupo LATAM,8,N,Puerto Montt,Domingo,0
19767,Grupo LATAM,4,N,Iquique,Lunes,0
66569,Grupo LATAM,12,I,Buenos Aires,Domingo,0
29675,Grupo LATAM,6,N,Antofagasta,Jueves,0
9391,Grupo LATAM,2,N,Temuco,Domingo,0
58098,Sky Airline,11,I,Lima,Domingo,0
46693,Grupo LATAM,9,N,Antofagasta,Martes,0
36991,Grupo LATAM,7,I,Mendoza,Sabado,0
43573,Grupo LATAM,8,I,Auckland N.Z.,Lunes,0
3804,Grupo LATAM,1,N,Puerto Montt,Domingo,0
34607,Sky Airline,7,N,Arica,Lunes,0
8071,Sky Airline,2,N,Arica,Lunes,0
20792,Grupo LATAM,4,N,Calama,Sabado,0
58082,Sky Airline,11,I,Lima,Domingo,0
50309,Copa Air,10,I,Ciudad de Panama,Lunes,0
63374,Sky Airline,12,N,Temuco,Sabado,0
20214,Grupo LATAM,4,N,Puerto Montt,Jueves,0
10592,Grupo LATAM,2,I,Buenos Aires,Martes,0
15136,Grupo LATAM,3,N,Balmaceda,Miercoles,0
38186,Latin American Wings,7,N,Puerto Montt,Lunes,0
5486,Grupo LATAM,1,I,Rio de Janeiro,Domingo,1
15986,Grupo LATAM,3,I,Buenos Aires,Lunes,0
14611,Grupo LATAM,3,N,Concepcion,Viernes,1
7634,Sky Airline,2,N,Copiapo,Lunes,0
54200,Grupo LATAM,10,I,Buenos Aires,Domingo,0
64839,Grupo LATAM,12,N,Calama,Viernes,0
47444,Grupo LATAM,9,N,Puerto Montt,Martes,0
27203,Grupo LATAM,5,I,Lima,Martes,0
6798,K.L.M.,2,I,Buenos Aires,Lunes,0
7050,Grupo LATAM,2,I,Rio de Janeiro,Jueves,1
24041,Sky Airline,5,N,Arica,Lunes,0
33847,Sky Airline,7,N,Valdivia,Martes,0
28125,K.L.M.,6,I,Buenos Aires,Miercoles,0
28548,Sky Airline,6,N,Puerto Montt,Lunes,0
16879,Grupo LATAM,3,N,Iquique,Viernes,0
49171,Grupo LATAM,9,I,Santa Cruz,Lunes,0
51158,Sky Airline,10,N,Concepcion,Viernes,0
21186,Grupo LATAM,4,I,Buenos Aires,Viernes,0
41214,Grupo LATAM,8,N,Calama,Viernes,0
43958,Latin American Wings,8,I,Mendoza,Jueves,0
58744,Grupo LATAM,11,N,Iquique,Jueves,0
20398,Grupo LATAM,4,N,Punta Arenas,Lunes,0
44301,Aerolineas Argentinas,9,I,Buenos Aires,Jueves,0
3127,Grupo LATAM,1,N,Iquique,Martes,0
4036,Grupo LATAM,1,N,Puerto Montt,Martes,0
3670,Grupo LATAM,1,N,Valdivia,Jueves,0
21612,Grupo LATAM,4,I,Lima,Domingo,0
5669,Grupo LATAM,1,I,Mendoza,Domingo,0
20586,Grupo LATAM,4,N,Copiapo,Jueves,0
40897,Grupo LATAM,8,N,Copiapo,Viernes,0
52718,Grupo LATAM,10,N,Iquique,Lunes,0
63197,Sky Airline,12,N,Balmaceda,Viernes,1
29638,Grupo LATAM,6,N,Antofagasta,Martes,1
768,Iberia,1,I,Madrid,Sabado,0
35884,Grupo LATAM,7,N,Temuco,Viernes,0
48215,Grupo LATAM,9,N,Arica,Martes,0
3092,Grupo LATAM,1,N,Iquique,Martes,0
20985,Grupo LATAM,4,I,Mendoza,Lunes,0
2717,Grupo LATAM,1,N,Copiapo,Sabado,0
59531,Grupo LATAM,11,N,Punta Arenas,Miercoles,1
13386,Sky Airline,3,N,Antofagasta,Sabado,0
23782,Sky Airline,5,N,Calama,Sabado,0
48053,Grupo LATAM,9,N,Calama,Sabado,1
59285,Grupo LATAM,11,N,Puerto Montt,Martes,0
2629,Grupo LATAM,1,N,Castro (Chiloe),Domingo,0
14091,Grupo LATAM,3,N,Antofagasta,Miercoles,0
7595,Sky Airline,2,N,La Serena,Sabado,0
48594,Grupo LATAM,9,I,Rosario,Martes,0
40342,Sky Airline,8,N,Antofagasta,Domingo,0
46887,Grupo LATAM,9,N,Iquique,Sabado,0
66553,Grupo LATAM,12,I,Buenos Aires,Miercoles,1
35381,Grupo LATAM,7,N,Iquique,Viernes,0
1932,Sky Airline,1,N,Antofagasta,Martes,0
47748,Grupo LATAM,9,N,La Serena,Viernes,0
35474,Grupo LATAM,7,N,Iquique,Jueves,1
55586,JetSmart SPA,10,N,Antofagasta,Viernes,0
37956,Grupo LATAM,7,N,Antofagasta,Viernes,0
26564,Grupo LATAM,5,I,Lima,Viernes,0
65871,Grupo LATAM,12,N,La Serena,Domingo,0
38472,Air Canada,8,I,Toronto,Domingo,1
6327,Aerolineas Argentinas,2,I,Buenos Aires,Martes,0
20979,Grupo LATAM,4,I,Mendoza,Lunes,0
23687,Sky Airline,5,N,Calama,Miercoles,1
39241,Qantas Airways,8,I,Sydney,Miercoles,1
12083,Alitalia,3,I,Roma,Sabado,0
16731,Grupo LATAM,3,I,Montevideo,Sabado,0
1728,Sky Airline,1,N,Copiapo,Martes,0
7358,Sky Airline,2,N,Puerto Montt,Jueves,0
32306,Latin American Wings,6,I,Lima,Viernes,1
26258,Grupo LATAM,5,I,Buenos Aires,Lunes,0
37389,Grupo LATAM,7,I,Nueva York,Viernes,0
36885,Grupo LATAM,7,I,Montevideo,Jueves,1
10187,Grupo LATAM,2,N,Calama,Sabado,0
9449,Grupo LATAM,2,N,Osorno,Martes,0
51299,Sky Airline,10,N,La Serena,Martes,0
49396,Grupo LATAM,9,I,Buenos Aires,Viernes,1
45366,Sky Airline,9,N,Puerto Montt,Domingo,0
15315,Grupo LATAM,3,N,La Serena,Sabado,0
38450,Air Canada,8,I,Buenos Aires,Viernes,1
48164,Grupo LATAM,9,N,Iquique,Domingo,0
7197,Sky Airline,2,N,Puerto Montt,Lunes,0
42270,Grupo LATAM,8,N,Copiapo,Martes,0
34394,Sky Airline,7,N,Antofagasta,Lunes,1
13237,Sky Airline,3,N,Calama,Miercoles,0
43486,Grupo LATAM,8,I,Madrid,Jueves,0
62837,Grupo LATAM,12,I,Sao Paulo,Viernes,0
54984,Grupo LATAM,10,N,Isla de Pascua,Viernes,0
31440,Grupo LATAM,6,I,Cordoba,Viernes,0
52092,Sky Airline,10,I,Lima,Jueves,0
64530,Grupo LATAM,12,N,Punta Arenas,Sabado,1
32855,Alitalia,7,I,Roma,Lunes,1
42437,Grupo LATAM,8,N,Calama,Sabado,0
4160,Grupo LATAM,1,N,La Serena,Miercoles,0
33516,Grupo LATAM,7,I,Rio de Janeiro,Jueves,0
31848,Grupo LATAM,6,I,Madrid,Sabado,0
2468,Sky Airline,1,I,Lima,Sabado,0
26738,Grupo LATAM,5,I,Ciudad de Mexico,Sabado,0
10273,Grupo LATAM,2,N,Calama,Lunes,1
27423,American Airlines,6,I,Miami,Viernes,0
41230,Grupo LATAM,8,N,Calama,Domingo,0
14008,Grupo LATAM,3,N,Punta Arenas,Viernes,0
8891,Grupo LATAM,2,N,Calama,Miercoles,0
32318,Latin American Wings,6,I,Lima,Domingo,0
26736,Grupo LATAM,5,I,Ciudad de Mexico,Miercoles,0
32457,Air Canada,7,I,Buenos Aires,Viernes,0
41036,Grupo LATAM,8,N,Antofagasta,Martes,0
43191,Grupo LATAM,8,I,Nueva York,Jueves,0
25558,Grupo LATAM,5,N,Puerto Montt,Lunes,0
1609,Sky Airline,1,N,Concepcion,Viernes,0
46801,Grupo LATAM,9,N,Calama,Lunes,0
42160,Grupo LATAM,8,N,La Serena,Lunes,1
60927,Grupo LATAM,11,I,Sao Paulo,Martes,0
16239,Grupo LATAM,3,I,Bogota,Viernes,0
14067,Grupo LATAM,3,N,Antofagasta,Lunes,0
49374,Grupo LATAM,9,I,Lima,Jueves,0
65237,Grupo LATAM,12,N,Concepcion,Jueves,0
43997,Latin American Wings,8,I,Lima,Martes,0
178,Aeromexico,1,I,Ciudad de Mexico,Martes,0
28245,Grupo LATAM,6,I,Sao Paulo,Sabado,0
50803,Grupo LATAM,10,I,Rio de Janeiro,Sabado,0
66331,Grupo LATAM,12,I,Montevideo,Jueves,0
2071,Sky Airline,1,N,Iquique,Miercoles,0
66028,Grupo LATAM,12,N,La Serena,Viernes,0
17474,Austral,4,I,Buenos Aires,Sabado,0
45710,Sky Airline,9,N,Copiapo,Lunes,0
64920,Grupo LATAM,12,N,Calama,Martes,0
58811,Grupo LATAM,11,N,Iquique,Lunes,1
14112,Grupo LATAM,3,N,Antofagasta,Viernes,0
29433,Sky Airline,6,I,Lima,Sabado,0
10745,Grupo LATAM,2,I,Bogota,Domingo,0
2858,Grupo LATAM,1,N,Antofagasta,Viernes,0
47455,Grupo LATAM,9,N,Puerto Montt,Sabado,0
35264,Grupo LATAM,7,N,Calama,Martes,0
24496,Grupo LATAM,5,N,Antofagasta,Martes,0
50102,Avianca,10,I,Bogota,Viernes,1
4086,Grupo LATAM,1,N,Puerto Montt,Domingo,1
54891,Grupo LATAM,10,I,Sao Paulo,Martes,0
5379,Grupo LATAM,1,I,Sao Paulo,Viernes,0
8176,Sky Airline,2,I,Buenos Aires,Lunes,0
46599,Grupo LATAM,9,N,Antofagasta,Jueves,0
64381,Sky Airline,12,I,Lima,Domingo,0
45995,Sky Airline,9,N,Antofagasta,Jueves,1
20258,Grupo LATAM,4,N,Puerto Montt,Jueves,0
23646,Sky Airline,5,N,Copiapo,Martes,1
56229,Copa Air,11,I,Ciudad de Panama,Lunes,0
12697,Sky Airline,3,N,Puerto Montt,Viernes,0
61342,Grupo LATAM,11,I,Lima,Domingo,0
42603,Grupo LATAM,8,N,Arica,Martes,0
62339,Copa Air,12,I,Ciudad de Panama,Miercoles,0
38312,Latin American Wings,7,I,Lima,Domingo,1
23654,Sky Airline,5,N,Copiapo,Sabado,1
23235,Sky Airline,5,N,Puerto Montt,Miercoles,0
33747,Sky Airline,7,N,Puerto Montt,Miercoles,0
16240,Grupo LATAM,3,I,Bogota,Domingo,0
30441,Grupo LATAM,6,N,Puerto Montt,Miercoles,0
67931,JetSmart SPA,12,N,Calama,Miercoles,0
51487,Sky Airline,10,N,Calama,Martes,0
17980,Grupo LATAM,4,I,Sao Paulo,Jueves,0
49421,Latin American Wings,9,N,Concepcion,Viernes,1
19882,Grupo LATAM,4,N,Concepcion,Lunes,0
23023,Grupo LATAM,5,I,Sao Paulo,Sabado,0
49494,Latin American Wings,9,I,Lima,Sabado,1
35088,Grupo LATAM,7,N,Antofagasta,Lunes,0
2207,Sky Airline,1,N,Arica,Domingo,0
603,Copa Air,1,I,Ciudad de Panama,Jueves,0
44770,K.L.M.,9,I,Buenos Aires,Sabado,0
26205,Grupo LATAM,5,I,Mendoza,Jueves,0
49297,Grupo LATAM,9,I,Lima,Lunes,1
60588,Grupo LATAM,11,I,Lima,Martes,0
48318,Grupo LATAM,9,I,Mendoza,Sabado,0
15062,Grupo LATAM,3,N,Balmaceda,Lunes,0
11952,Aerolineas Argentinas,3,I,Buenos Aires,Domingo,0
11472,Grupo LATAM,2,I,Lima,Viernes,0
37039,Grupo LATAM,7,I,Buenos Aires,Lunes,1
41458,Grupo LATAM,8,N,Concepcion,Lunes,0
2708,Grupo LATAM,1,N,Copiapo,Jueves,0
21144,Grupo LATAM,4,I,Buenos Aires,Domingo,0
31167,Grupo LATAM,6,I,Mendoza,Lunes,1
29416,Sky Airline,6,I,Lima,Martes,0
18617,Sky Airline,4,N,Calama,Miercoles,0
48069,Grupo LATAM,9,N,Calama,Viernes,0
6155,American Airlines,2,I,Dallas,Domingo,1
17797,Gol Trans,4,I,Sao Paulo,Sabado,0
59037,Grupo LATAM,11,N,Concepcion,Miercoles,0
25467,Grupo LATAM,5,N,Puerto Montt,Viernes,1
51988,Sky Airline,10,I,Cordoba,Jueves,0
64843,Grupo LATAM,12,N,Calama,Miercoles,0
16165,Grupo LATAM,3,I,Nueva York,Jueves,0
63020,Grupo LATAM,12,I,Sao Paulo,Miercoles,1
52073,Sky Airline,10,I,Lima,Domingo,0
50797,Grupo LATAM,10,I,Rio de Janeiro,Domingo,1
34182,Sky Airline,7,N,Copiapo,Jueves,0
67312,Grupo LATAM,12,I,La Paz,Viernes,1
55435,Latin American Wings,10,I,Lima,Viernes,0
43073,Grupo LATAM,8,I,Cordoba,Martes,0
41109,Grupo LATAM,8,N,Calama,Jueves,0
20976,Grupo LATAM,4,I,Montevideo,Jueves,1
10765,Grupo LATAM,2,I,Cancun,Viernes,0
23347,Sky Airline,5,N,Puerto Montt,Miercoles,0
23871,Sky Airline,5,N,Antofagasta,Domingo,0
6800,K.L.M.,2,I,Buenos Aires,Miercoles,0
24231,Sky Airline,5,I,Montevideo,Sabado,0
814,Avianca,1,I,Lima,Domingo,0
1718,Sky Airline,1,N,Copiapo,Martes,0
13810,Sky Airline,3,I,Montevideo,Miercoles,0
58175,Grupo LATAM,11,N,Temuco,Jueves,1
35677,Grupo LATAM,7,N,Concepcion,Domingo,0
43480,Grupo LATAM,8,I,Madrid,Domingo,0
49068,Grupo LATAM,9,I,Sao Paulo,Jueves,0
4600,Grupo LATAM,1,N,Iquique,Viernes,1
24180,Sky Airline,5,I,Mendoza,Miercoles,0
41150,Grupo LATAM,8,N,Calama,Martes,0
29655,Grupo LATAM,6,N,Antofagasta,Lunes,0
46784,Grupo LATAM,9,N,Calama,Sabado,0
58315,Grupo LATAM,11,N,Punta Arenas,Lunes,0
67910,JetSmart SPA,12,N,Calama,Miercoles,0
15126,Grupo LATAM,3,N,Puerto Montt,Jueves,0
23784,Sky Airline,5,N,Calama,Sabado,0
21913,Grupo LATAM,4,I,Guayaquil,Jueves,0
307,Aerolineas Argentinas,1,I,Buenos Aires,Martes,0
64770,Grupo LATAM,12,N,Antofagasta,Jueves,1
58504,Grupo LATAM,11,N,Calama,Lunes,0
35989,Grupo LATAM,7,N,Puerto Montt,Jueves,0
67059,Grupo LATAM,12,I,Sao Paulo,Lunes,0
29887,Grupo LATAM,6,N,Calama,Viernes,0
61888,American Airlines,12,I,Miami,Martes,0
34325,Sky Airline,7,N,Antofagasta,Lunes,0
44697,Copa Air,9,I,Ciudad de Panama,Martes,0
6838,Avianca,2,I,Lima,Lunes,0
67640,Grupo LATAM,12,I,Buenos Aires,Miercoles,0
2678,Grupo LATAM,1,N,Punta Arenas,Lunes,0
6896,Grupo LATAM,2,I,Rio de Janeiro,Sabado,0
48829,Grupo LATAM,9,I,Bogota,Sabado,0
60475,Grupo LATAM,11,I,Cordoba,Sabado,0
19273,Grupo LATAM,4,N,Punta Arenas,Sabado,1
512,Copa Air,1,I,Ciudad de Panama,Jueves,0
29596,Grupo LATAM,6,N,Antofagasta,Miercoles,0
45032,Grupo LATAM,9,I,Rio de Janeiro,Miercoles,0
13765,Sky Airline,3,I,Mendoza,Lunes,0
3651,Grupo LATAM,1,N,Valdivia,Sabado,0
31988,Grupo LATAM,6,N,Isla de Pascua,Viernes,0
19005,Sky Airline,4,N,Arica,Miercoles,0
26187,Grupo LATAM,5,I,Mendoza,Domingo,0
23328,Sky Airline,5,N,Puerto Montt,Viernes,0
41657,Grupo LATAM,8,N,Temuco,Lunes,0
5391,Grupo LATAM,1,I,Sao Paulo,Domingo,1
42564,Grupo LATAM,8,N,Iquique,Jueves,0
19651,Grupo LATAM,4,N,Iquique,Sabado,0
58367,Grupo LATAM,11,N,Antofagasta,Lunes,1
14369,Grupo LATAM,3,N,Iquique,Miercoles,1
298,Aerolineas Argentinas,1,I,Buenos Aires,Sabado,0
26174,Grupo LATAM,5,I,Mendoza,Jueves,1
36476,Grupo LATAM,7,N,Antofagasta,Domingo,0
55045,Grupo LATAM,10,N,Punta Arenas,Sabado,0
17506,Avianca,4,I,Bogota,Sabado,0
28748,Sky Airline,6,N,Concepcion,Martes,1
9510,Grupo LATAM,2,N,Puerto Montt,Lunes,0
38134,Grupo LATAM,7,I,Buenos Aires,Domingo,1
43945,Latin American Wings,8,I,Mendoza,Viernes,1
45620,Sky Airline,9,N,Concepcion,Domingo,0
7126,Grupo LATAM,2,I,Sao Paulo,Miercoles,0
20447,Grupo LATAM,4,N,Puerto Montt,Viernes,0
30434,Grupo LATAM,6,N,Puerto Montt,Viernes,1
52986,Grupo LATAM,10,N,Temuco,Sabado,0
7133,Grupo LATAM,2,I,Sao Paulo,Miercoles,1
49157,Grupo LATAM,9,N,Isla de Pascua,Jueves,0
67739,Latin American Wings,12,N,Antofagasta,Jueves,1
22199,American Airlines,5,I,Miami,Martes,0
57977,Sky Airline,11,I,Mendoza,Viernes,0
8771,Grupo LATAM,2,N,Antofagasta,Sabado,0
1341,Sky Airline,1,N,Puerto Montt,Domingo,0
49961,Aerolineas Argentinas,10,I,Buenos Aires,Domingo,1
48546,Grupo LATAM,9,I,Buenos Aires,Miercoles,0
63231,Sky Airline,12,N,Puerto Montt,Domingo,0
43578,Grupo LATAM,8,I,Auckland N.Z.,Sabado,0
46249,Sky Airline,9,I,Buenos Aires,Martes,0
59854,Grupo LATAM,11,N,Calama,Viernes,0
10929,Grupo LATAM,2,I,Madrid,Domingo,0
45036,Grupo LATAM,9,I,Rio de Janeiro,Miercoles,0
31666,Grupo LATAM,6,I,Cancun,Sabado,1
36393,Grupo LATAM,7,N,La Serena,Martes,1
48652,Grupo LATAM,9,I,Cordoba,Jueves,0
47910,Grupo LATAM,9,N,Antofagasta,Miercoles,0
17089,Latin American Wings,3,I,Lima,Domingo,1
62139,Aerolineas Argentinas,12,I,Buenos Aires,Jueves,1
39227,Qantas Airways,8,I,Sydney,Miercoles,0
14070,Grupo LATAM,3,N,Antofagasta,Jueves,0
44089,JetSmart SPA,8,N,La Serena,Lunes,0
19371,Grupo LATAM,4,N,Antofagasta,Sabado,0
13143,Sky Airline,3,N,Copiapo,Viernes,0
11186,Grupo LATAM,2,I,Montevideo,Viernes,0
50687,Grupo LATAM,10,I,Sao Paulo,Martes,0
1315,Sky Airline,1,N,Puerto Montt,Martes,0
36262,Grupo LATAM,7,N,Puerto Montt,Domingo,1
3677,Grupo LATAM,1,N,Osorno,Martes,0
52872,Grupo LATAM,10,N,Concepcion,Martes,1
60257,Grupo LATAM,11,I,Buenos Aires,Sabado,0
17849,Iberia,4,I,Madrid,Domingo,0
32646,Aerolineas Argentinas,7,I,Buenos Aires,Sabado,1
32351,Latin American Wings,6,I,Lima,Domingo,0
44993,Oceanair Linhas Aereas,9,I,Sao Paulo,Martes,0
54172,Grupo LATAM,10,I,Buenos Aires,Miercoles,1
5380,Grupo LATAM,1,I,Sao Paulo,Sabado,0
67655,Grupo LATAM,12,I,Buenos Aires,Viernes,0
40999,Grupo LATAM,8,N,Antofagasta,Lunes,0
62771,Grupo LATAM,12,I,Asuncion,Viernes,1
52906,Grupo LATAM,10,N,Concepcion,Miercoles,0
19465,Grupo LATAM,4,N,Antofagasta,Sabado,0
61682,JetSmart SPA,11,N,Antofagasta,Sabado,0
38372,JetSmart SPA,7,N,Calama,Jueves,1
19752,Grupo LATAM,4,N,Iquique,Miercoles,0
11298,Grupo LATAM,2,I,Mendoza,Domingo,0
40004,Sky Airline,8,N,La Serena,Lunes,1
9439,Grupo LATAM,2,N,Valdivia,Sabado,0
5951,Grupo LATAM,1,I,Lima,Martes,0
10538,Grupo LATAM,2,I,Buenos Aires,Miercoles,0
55722,JetSmart SPA,10,N,Puerto Montt,Miercoles,0
35097,Grupo LATAM,7,N,Antofagasta,Miercoles,1
54832,Grupo LATAM,10,I,Sao Paulo,Lunes,0
5961,Grupo LATAM,1,I,Lima,Viernes,0
3330,Grupo LATAM,1,N,Arica,Domingo,0
59640,Grupo LATAM,11,N,La Serena,Sabado,0
64375,Sky Airline,12,I,Lima,Jueves,0
13540,Sky Airline,3,N,Iquique,Miercoles,0
56670,Grupo LATAM,11,I,Sao Paulo,Jueves,0
21858,Grupo LATAM,4,I,La Paz,Miercoles,0
59166,Grupo LATAM,11,N,Temuco,Viernes,0
55513,JetSmart SPA,10,N,Calama,Domingo,0
50310,Copa Air,10,I,Ciudad de Panama,Martes,0
2696,Grupo LATAM,1,N,Punta Arenas,Domingo,0
21013,Grupo LATAM,4,I,Mendoza,Domingo,0
58761,Grupo LATAM,11,N,Iquique,Domingo,0
56388,Gol Trans,11,I,Sao Paulo,Sabado,0
27453,American Airlines,6,I,Dallas,Martes,1
51275,Sky Airline,10,N,La Serena,Viernes,1
31933,Grupo LATAM,6,I,Auckland N.Z.,Domingo,1
44375,Aerolineas Argentinas,9,I,Buenos Aires,Domingo,0
2581,Grupo LATAM,1,N,Temuco,Domingo,0
43828,Grupo LATAM,8,I,Lima,Domingo,0
32918,Copa Air,7,I,Ciudad de Panama,Lunes,1
14183,Grupo LATAM,3,N,Antofagasta,Viernes,0
64408,Sky Airline,12,I,Buenos Aires,Miercoles,1
11404,Grupo LATAM,2,N,Punta Arenas,Viernes,1
16797,Grupo LATAM,3,I,Mendoza,Domingo,1
46184,Sky Airline,9,N,Arica,Sabado,0
42492,Grupo LATAM,8,N,Calama,Domingo,0
14769,Grupo LATAM,3,N,Concepcion,Viernes,0
59645,Grupo LATAM,11,N,La Serena,Lunes,0
24152,Sky Airline,5,I,Buenos Aires,Martes,0
62458,Delta Air,12,I,Atlanta,Viernes,0
55394,Latin American Wings,10,N,Concepcion,Jueves,1
31287,Grupo LATAM,6,I,Buenos Aires,Viernes,1
40628,Sky Airline,8,I,Buenos Aires,Miercoles,0
19447,Grupo LATAM,4,N,Antofagasta,Jueves,0
5274,Grupo LATAM,1,I,Lima,Lunes,0
15060,Grupo LATAM,3,N,Balmaceda,Jueves,0
32802,Avianca,7,I,Bogota,Domingo,0
14798,Grupo LATAM,3,N,Temuco,Jueves,0
2449,Sky Airline,1,I,Lima,Jueves,0
17623,Copa Air,4,I,Ciudad de Panama,Viernes,0
48711,Grupo LATAM,9,I,Miami,Jueves,0
53070,Grupo LATAM,10,N,Valdivia,Domingo,0
67436,Grupo LATAM,12,I,Florianapolis,Sabado,0
15845,Grupo LATAM,3,I,Buenos Aires,Jueves,0
10726,Grupo LATAM,2,I,Bogota,Viernes,0
37790,Grupo LATAM,7,I,Sao Paulo,Jueves,0
52777,Grupo LATAM,10,N,Concepcion,Martes,0
60066,Grupo LATAM,11,N,Arica,Jueves,1
38674,Aerolineas Argentinas,8,I,Buenos Aires,Jueves,0
42721,Grupo LATAM,8,I,Mendoza,Sabado,0
38996,Copa Air,8,I,Ciudad de Panama,Jueves,0
11953,Aerolineas Argentinas,3,I,Buenos Aires,Lunes,0
16223,Grupo LATAM,3,I,Bogota,Domingo,1
54192,Grupo LATAM,10,I,Buenos Aires,Martes,1
33660,Grupo LATAM,7,I,Sao Paulo,Sabado,0
35407,Grupo LATAM,7,N,Iquique,Martes,0
46582,Grupo LATAM,9,N,Antofagasta,Jueves,0
19538,Grupo LATAM,4,N,Calama,Sabado,0
12395,Qantas Airways,3,I,Sydney,Viernes,0
3341,Grupo LATAM,1,N,Concepcion,Miercoles,0
12338,Iberia,3,I,Madrid,Domingo,0
37068,Grupo LATAM,7,I,Buenos Aires,Jueves,0
60515,Grupo LATAM,11,I,Miami,Lunes,1
21599,Grupo LATAM,4,I,Lima,Lunes,0
28957,Sky Airline,6,N,Calama,Viernes,0
40886,Grupo LATAM,8,N,Copiapo,Miercoles,0
42195,Grupo LATAM,8,N,La Serena,Miercoles,0
67942,JetSmart SPA,12,N,Antofagasta,Lunes,0
61967,Air France,12,I,Paris,Viernes,0
7008,Grupo LATAM,2,I,Sao Paulo,Lunes,0
49564,Latin American Wings,9,N,Concepcion,Jueves,1
19619,Grupo LATAM,4,N,Calama,Domingo,0
55122,Grupo LATAM,10,N,Antofagasta,Viernes,0
26100,Grupo LATAM,5,I,Montevideo,Lunes,0
5779,Grupo LATAM,1,N,Iquique,Sabado,0
30535,Grupo LATAM,6,N,Puerto Montt,Jueves,0
46100,Sky Airline,9,N,Iquique,Miercoles,0
16265,Grupo LATAM,3,I,Punta Cana,Domingo,0
46964,Grupo LATAM,9,N,Iquique,Lunes,1
6372,Aerolineas Argentinas,2,I,Buenos Aires,Martes,0
3056,Grupo LATAM,1,N,Calama,Martes,0
52481,Grupo LATAM,10,N,Calama,Domingo,0
32127,Grupo LATAM,6,I,Lima,Domingo,0
60470,Grupo LATAM,11,I,Cordoba,Domingo,0
65669,Grupo LATAM,12,N,Balmaceda,Miercoles,0
